시도,시군구,구분,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,합계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,차대사람,,,,,,,,,,,,,,,,차대차,,,,,,,,,,,,,,,,합계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,차대사람,,,,,,,,,,,,,,,,차대차,,,,,,,,,,,,,,,
,,부상자수,8,4,1,,,,,1,,2,,4,4,,,1,1,,,,,,,,,1,1,,,2,2,5,4,1,,,,4,4,1,1,,,,,,,3,,1,,2,,,,,,1,1,,,2,2,17,7,,,,4,2,2,,2,,7,7,,,,,,,,,4,4,2,2,2,2,,,2,2,11,7,,,,4,7,7,,,,,,,4,4,6,2,2,,2,,,,2,2,2,2,,,2,2
,,(중상자수),2,1,0,,,,,1,,0,,1,1,,,0,0,,,,,,,,,1,1,,,0,0,1,1,0,,,,1,1,0,0,,,,,,,1,,1,,0,,,,,,1,1,,,0,0,5,4,,,,1,0,0,,0,,4,4,,,,,,,,,1,1,0,0,0,0,,,0,0,5,4,,,,1,4,4,,,,,,,1,1,0,0,0,,0,,,,0,0,0,0,,,0,0
,,(경상자수),5,3,1,,,,,0,,1,,3,3,,,1,1,,,,,,,,,0,0,,,1,1,4,3,1,,,,3,3,1,1,,,,,,,1,,0,,1,,,,,,0,0,,,1,1,11,2,,,,3,2,2,,2,,2,2,,,,,,,,,3,3,2,2,2,2,,,2,2,5,2,,,,3,2,2,,,,,,,3,3,6,2,2,,2,,,,2,2,2,2,,,2,2
,연수구,사고건수,5,2,,,,1,,1,,1,,2,2,,,,,,,,,1,1,,,1,1,,,1,1,3,2,,,,1,2,2,,,,,,,1,1,2,,1,,1,,,,,,1,1,,,1,1,3,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,1,1,,,,,,,,,2,,,1,1,,,,,,,,1,1,1,1
,,사망자수,0,0,,,,0,,0,,0,,0,0,,,,,,,,,0,0,,,0,0,,,0,0,0,0,,,,0,0,0,,,,,,,0,0,0,,0,,0,,,,,,0,0,,,0,0,0,0,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,0,,,0,0,,,,,,,,0,0,0,0
,,부상자수,5,2,,,,1,,1,,1,,2,2,,,,,,,,,1,1,,,1,1,,,1,1,3,2,,,,1,2,2,,,,,,,1,1,2,,1,,1,,,,,,1,1,,,1,1,4,1,,,,,,,2,1,,1,1,,,,,,,,,,,,,,,2,2,1,1,1,1,,,,,1,1,,,,,,,,,3,,,2,1,,,,,,,,2,2,1,1
,,(중상자수),1,0,,,,1,,0,,0,,0,0,,,,,,,,,1,1,,,0,0,,,0,0,1,0,,,,1,0,0,,,,,,,1,1,0,,0,,0,,,,,,0,0,,,0,0,1,0,,,,,,,1,0,,0,0,,,,,,,,,,,,,,,1,1,0,0,0,0,,,,,0,0,,,,,,,,,1,,,1,0,,,,,,,,1,1,0,0
,,(경상자수),4,2,,,,0,,1,,1,,2,2,,,,,,,,,0,0,,,1,1,,,1,1,2,2,,,,0,2,2,,,,,,,0,0,2,,1,,1,,,,,,1,1,,,1,1,3,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,1,1,,,,,,,,,2,,,1,1,,,,,,,,1,1,1,1
,계양구,사고건수,3,1,,,,,,2,,,,1,1,,,,,,,,,,,,,2,2,,,,,1,1,,,,,1,1,,,,,,,,,2,,2,,,,,,,,2,2,,,,,3,,1,1,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,1,1,2,,1,1,,,,,1,1,1,1,,,,,1,,,,1,,,,,,,,,,1,1
,,사망자수,0,0,,,,,,0,,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,0,,0,,,,,,,,0,0,,,,,0,,0,0,,,,,,0,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,,0,0,,,,,0,0,0,0,,,,,0,,,,0,,,,,,,,,,0,0
,,부상자수,3,1,,,,,,2,,,,1,1,,,,,,,,,,,,,2,2,,,,,1,1,,,,,1,1,,,,,,,,,2,,2,,,,,,,,2,2,,,,,3,,1,1,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,1,1,2,,1,1,,,,,1,1,1,1,,,,,1,,,,1,,,,,,,,,,1,1
,,(중상자수),1,0,,,,,,1,,,,0,0,,,,,,,,,,,,,1,1,,,,,0,0,,,,,0,0,,,,,,,,,1,,1,,,,,,,,1,1,,,,,0,,0,0,,,,,,0,,,,,,0,0,0,0,,,,,,,,,,,0,0,0,,0,0,,,,,0,0,0,0,,,,,0,,,,0,,,,,,,,,,0,0
,,(경상자수),2,1,,,,,,1,,,,1,1,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,1,,1,,,,,,,,1,1,,,,,3,,1,1,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,1,1,2,,1,1,,,,,1,1,1,1,,,,,1,,,,1,,,,,,,,,,1,1
,서구,사고건수,6,2,,,1,,,1,,2,,2,2,,,,,,,1,1,,,,,1,1,,,2,2,3,2,,,1,,2,2,,,,,1,1,,,3,,1,,2,,,,,,1,1,,,2,2,5,3,,,,,,1,,1,,3,3,,,,,,,,,,,,,1,1,,,1,1,3,3,,,,,3,3,,,,,,,,,2,,1,,1,,,,,,1,1,,,1,1
,,사망자수,0,0,,,0,,,0,,0,,0,0,,,,,,,0,0,,,,,0,0,,,0,0,0,0,,,0,,0,0,,,,,0,0,,,0,,0,,0,,,,,,0,0,,,0,0,0,0,,,,,,0,,0,,0,0,,,,,,,,,,,,,0,0,,,0,0,0,0,,,,,0,0,,,,,,,,,0,,0,,0,,,,,,0,0,,,0,0
,,부상자수,6,2,,,1,,,1,,2,,2,2,,,,,,,1,1,,,,,1,1,,,2,2,3,2,,,1,,2,2,,,,,1,1,,,3,,1,,2,,,,,,1,1,,,2,2,5,3,,,,,,1,,1,,3,3,,,,,,,,,,,,,1,1,,,1,1,3,3,,,,,3,3,,,,,,,,,2,,1,,1,,,,,,1,1,,,1,1
,,(중상자수),2,1,,,1,,,0,,0,,1,1,,,,,,,1,1,,,,,0,0,,,0,0,2,1,,,1,,1,1,,,,,1,1,,,0,,0,,0,,,,,,0,0,,,0,0,0,0,,,,,,0,,0,,0,0,,,,,,,,,,,,,0,0,,,0,0,0,0,,,,,0,0,,,,,,,,,0,,0,,0,,,,,,0,0,,,0,0
,,(경상자수),4,1,,,0,,,1,,2,,1,1,,,,,,,0,0,,,,,1,1,,,2,2,1,1,,,0,,1,1,,,,,0,0,,,3,,1,,2,,,,,,1,1,,,2,2,5,3,,,,,,1,,1,,3,3,,,,,,,,,,,,,1,1,,,1,1,3,3,,,,,3,3,,,,,,,,,2,,1,,1,,,,,,1,1,,,1,1
,북구,사고건수,4,3,,,,,,,,1,,3,3,,,,,,,,,,,,,,,,,1,1,3,3,,,,,3,3,,,,,,,,,1,,,,1,,,,,,,,,,1,1,6,1,1,,,1,,,,3,,1,1,,,1,1,,,,,1,1,,,,,,,3,3,3,1,1,,,1,1,1,1,1,,,,,1,1,3,,,,3,,,,,,,,,,3,3
,,사망자수,1,1,,,,,,,,0,,1,1,,,,,,,,,,,,,,,,,0,0,1,1,,,,,1,1,,,,,,,,,0,,,,0,,,,,,,,,,0,0,0,0,0,,,0,,,,0,,0,0,,,0,0,,,,,0,0,,,,,,,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,,,,0,,,,,,,,,,0,0
,,부상자수,5,4,,,,,,,,1,,4,4,,,,,,,,,,,,,,,,,1,1,4,4,,,,,4,4,,,,,,,,,1,,,,1,,,,,,,,,,1,1,7,1,1,,,1,,,,4,,1,1,,,1,1,,,,,1,1,,,,,,,4,4,3,1,1,,,1,1,1,1,1,,,,,1,1,4,,,,4,,,,,,,,,,4,4
,,(중상자수),2,2,,,,,,,,0,,2,2,,,,,,,,,,,,,,,,,0,0,2,2,,,,,2,2,,,,,,,,,0,,,,0,,,,,,,,,,0,0,1,1,0,,,0,,,,0,,1,1,,,0,0,,,,,0,0,,,,,,,0,0,1,1,0,,,0,1,1,0,0,,,,,0,0,0,,,,0,,,,,,,,,,0,0
,,(경상자수),3,2,,,,,,,,1,,2,2,,,,,,,,,,,,,,,,,1,1,2,2,,,,,2,2,,,,,,,,,1,,,,1,,,,,,,,,,1,1,6,0,1,,,1,,,,4,,0,0,,,1,1,,,,,1,1,,,,,,,4,4,2,0,1,,,1,0,0,1,1,,,,,1,1,4,,,,4,,,,,,,,,,4,4
,광산구,사고건수,4,2,,,,1,,,,1,,2,2,,,,,,,,,1,1,,,,,,,1,1,3,2,,,,1,2,2,,,,,,,1,1,1,,,,1,,,,,,,,,,1,1,9,3,1,,,1,,2,,2,,3,3,,,1,1,,,,,1,1,,,2,2,,,2,2,5,3,1,,,1,3,3,1,1,,,,,1,1,4,,2,,2,,,,,,2,2,,,2,2
,,사망자수,0,0,,,,0,,,,0,,0,0,,,,,,,,,0,0,,,,,,,0,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,0,0,,,0,0,,,,,0,0,,,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,,0,,0,,,,,,0,0,,,0,0
,,부상자수,4,2,,,,1,,,,1,,2,2,,,,,,,,,1,1,,,,,,,1,1,3,2,,,,1,2,2,,,,,,,1,1,1,,,,1,,,,,,,,,,1,1,10,4,1,,,1,,2,,2,,4,4,,,1,1,,,,,1,1,,,2,2,,,2,2,6,4,1,,,1,4,4,1,1,,,,,1,1,4,,2,,2,,,,,,2,2,,,2,2
,,(중상자수),1,0,,,,1,,,,0,,0,0,,,,,,,,,1,1,,,,,,,0,0,1,0,,,,1,0,0,,,,,,,1,1,0,,,,0,,,,,,,,,,0,0,1,0,0,,,1,,0,,0,,0,0,,,0,0,,,,,1,1,,,0,0,,,0,0,1,0,0,,,1,0,0,0,0,,,,,1,1,0,,0,,0,,,,,,0,0,,,0,0
,,(경상자수),3,2,,,,0,,,,1,,2,2,,,,,,,,,0,0,,,,,,,1,1,2,2,,,,0,2,2,,,,,,,0,0,1,,,,1,,,,,,,,,,1,1,8,3,1,,,0,,2,,2,,3,3,,,1,1,,,,,0,0,,,2,2,,,2,2,4,3,1,,,0,3,3,1,1,,,,,0,0,4,,2,,2,,,,,,2,2,,,2,2
,남구,사고건수,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,3,2,,,,1,,,,,,2,2,,,,,,,,,1,1,,,,,,,,,3,2,,,,1,2,2,,,,,,,1,1,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,
,,부상자수,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,3,2,,,,1,,,,,,2,2,,,,,,,,,1,1,,,,,,,,,3,2,,,,1,2,2,,,,,,,1,1,,,,,,,,,,,,,,,,
,,(중상자수),0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,
,,(경상자수),2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,3,2,,,,1,,,,,,2,2,,,,,,,,,1,1,,,,,,,,,3,2,,,,1,2,2,,,,,,,1,1,,,,,,,,,,,,,,,,
,동구,사고건수,2,,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,2,,,,,2,,,,,,,,,2,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,,사망자수,0,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,부상자수,2,,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,2,,,,,2,,,,,,,,,2,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,,(중상자수),1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,(경상자수),1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,중구,사고건수,8,3,,,,2,,2,,1,,3,3,,,,,,,,,2,2,,,2,2,,,1,1,5,3,,,,2,3,3,,,,,,,2,2,3,,2,,1,,,,,,2,2,,,1,1,8,,1,,1,1,,2,1,2,,,,,,1,1,,,1,1,1,1,,,2,2,1,1,2,2,3,,1,,1,1,,,1,1,,,1,1,1,1,5,,2,1,2,,,,,,2,2,1,1,2,2
,,사망자수,0,0,,,,0,,0,,0,,0,0,,,,,,,,,0,0,,,0,0,,,0,0,0,0,,,,0,0,0,,,,,,,0,0,0,,0,,0,,,,,,0,0,,,0,0,0,,0,,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,,0,,0,0,,,0,0,,,0,0,0,0,0,,0,0,0,,,,,,0,0,0,0,0,0
,,부상자수,8,3,,,,2,,2,,1,,3,3,,,,,,,,,2,2,,,2,2,,,1,1,5,3,,,,2,3,3,,,,,,,2,2,3,,2,,1,,,,,,2,2,,,1,1,8,,1,,1,1,,2,1,2,,,,,,1,1,,,1,1,1,1,,,2,2,1,1,2,2,3,,1,,1,1,,,1,1,,,1,1,1,1,5,,2,1,2,,,,,,2,2,1,1,2,2
,,(중상자수),4,2,,,,2,,0,,0,,2,2,,,,,,,,,2,2,,,0,0,,,0,0,4,2,,,,2,2,2,,,,,,,2,2,0,,0,,0,,,,,,0,0,,,0,0,3,,0,,0,1,,0,1,1,,,,,,0,0,,,0,0,1,1,,,0,0,1,1,1,1,1,,0,,0,1,,,0,0,,,0,0,1,1,2,,0,1,1,,,,,,0,0,1,1,1,1
,,(경상자수),4,1,,,,0,,2,,1,,1,1,,,,,,,,,0,0,,,2,2,,,1,1,1,1,,,,0,1,1,,,,,,,0,0,3,,2,,1,,,,,,2,2,,,1,1,5,,1,,1,0,,2,0,1,,,,,,1,1,,,1,1,0,0,,,2,2,0,0,1,1,2,,1,,1,0,,,1,1,,,1,1,0,0,3,,2,0,1,,,,,,2,2,0,0,1,1
,서구,사고건수,6,2,,,1,1,,1,1,,,2,2,,,,,,,1,1,1,1,,,1,1,1,1,,,4,2,,,1,1,2,2,,,,,1,1,1,1,2,,1,1,,,,,,,1,1,1,1,,,6,2,,,1,1,,1,,1,,2,2,,,,,,,1,1,1,1,,,1,1,,,1,1,4,2,,,1,1,2,2,,,,,1,1,1,1,2,,1,,1,,,,,,1,1,,,1,1
,,사망자수,0,0,,,0,0,,0,0,,,0,0,,,,,,,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,,,,,0,0,0,0,0,,0,0,,,,,,,0,0,0,0,,,0,0,,,0,0,,0,,0,,0,0,,,,,,,0,0,0,0,,,0,0,,,0,0,0,0,,,0,0,0,0,,,,,0,0,0,0,0,,0,,0,,,,,,0,0,,,0,0
,,부상자수,6,2,,,1,1,,1,1,,,2,2,,,,,,,1,1,1,1,,,1,1,1,1,,,4,2,,,1,1,2,2,,,,,1,1,1,1,2,,1,1,,,,,,,1,1,1,1,,,6,2,,,1,1,,1,,1,,2,2,,,,,,,1,1,1,1,,,1,1,,,1,1,4,2,,,1,1,2,2,,,,,1,1,1,1,2,,1,,1,,,,,,1,1,,,1,1
,,(중상자수),1,1,,,0,0,,0,0,,,1,1,,,,,,,0,0,0,0,,,0,0,0,0,,,1,1,,,0,0,1,1,,,,,0,0,0,0,0,,0,0,,,,,,,0,0,0,0,,,1,1,,,0,0,,0,,0,,1,1,,,,,,,0,0,0,0,,,0,0,,,0,0,1,1,,,0,0,1,1,,,,,0,0,0,0,0,,0,,0,,,,,,0,0,,,0,0
,,(경상자수),5,1,,,1,1,,1,1,,,1,1,,,,,,,1,1,1,1,,,1,1,1,1,,,3,1,,,1,1,1,1,,,,,1,1,1,1,2,,1,1,,,,,,,1,1,1,1,,,5,1,,,1,1,,1,,1,,1,1,,,,,,,1,1,1,1,,,1,1,,,1,1,3,1,,,1,1,1,1,,,,,1,1,1,1,2,,1,,1,,,,,,1,1,,,1,1
,유성구,사고건수,9,2,,,,2,,2,,3,,2,2,,,,,,,,,2,2,,,2,2,,,3,3,4,2,,,,2,2,2,,,,,,,2,2,5,,2,,3,,,,,,2,2,,,3,3,5,3,,,,,,2,,,,3,3,,,,,,,,,,,,,2,2,,,,,3,3,,,,,3,3,,,,,,,,,2,,2,,,,,,,,2,2,,,,
,,사망자수,0,0,,,,0,,0,,0,,0,0,,,,,,,,,0,0,,,0,0,,,0,0,0,0,,,,0,0,0,,,,,,,0,0,0,,0,,0,,,,,,0,0,,,0,0,0,0,,,,,,0,,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,0,,0,,,,,,,,0,0,,,,
,,부상자수,12,3,,,,2,,2,,5,,3,3,,,,,,,,,2,2,,,2,2,,,5,5,5,3,,,,2,3,3,,,,,,,2,2,7,,2,,5,,,,,,2,2,,,5,5,5,3,,,,,,2,,,,3,3,,,,,,,,,,,,,2,2,,,,,3,3,,,,,3,3,,,,,,,,,2,,2,,,,,,,,2,2,,,,
,,(중상자수),2,1,,,,1,,0,,0,,1,1,,,,,,,,,1,1,,,0,0,,,0,0,2,1,,,,1,1,1,,,,,,,1,1,0,,0,,0,,,,,,0,0,,,0,0,4,3,,,,,,1,,,,3,3,,,,,,,,,,,,,1,1,,,,,3,3,,,,,3,3,,,,,,,,,1,,1,,,,,,,,1,1,,,,
,,(경상자수),9,1,,,,1,,2,,5,,1,1,,,,,,,,,1,1,,,2,2,,,5,5,2,1,,,,1,1,1,,,,,,,1,1,7,,2,,5,,,,,,2,2,,,5,5,1,0,,,,,,1,,,,0,0,,,,,,,,,,,,,1,1,,,,,0,0,,,,,0,0,,,,,,,,,1,,1,,,,,,,,1,1,,,,
,대덕구,사고건수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,2,2
,,사망자수,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,0,0
,,부상자수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,3,3
,,(중상자수),0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,0,0
,,(경상자수),1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,3,3
,중구,사고건수,3,2,,,,,,1,,,,2,2,,,,,,,,,,,,,1,1,,,,,2,2,,,,,2,2,,,,,,,,,1,,1,,,,,,,,1,1,,,,,2,1,,1,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,2,1,,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,,,0,,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,0,,0,,,,,,,,0,0,,,,,0,0,,0,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,
,,부상자수,3,2,,,,,,1,,,,2,2,,,,,,,,,,,,,1,1,,,,,2,2,,,,,2,2,,,,,,,,,1,,1,,,,,,,,1,1,,,,,2,1,,1,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,2,1,,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
,,(중상자수),1,1,,,,,,0,,,,1,1,,,,,,,,,,,,,0,0,,,,,1,1,,,,,1,1,,,,,,,,,0,,0,,,,,,,,0,0,,,,,0,0,,0,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,0,0,,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,
,,(경상자수),2,1,,,,,,1,,,,1,1,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,1,,1,,,,,,,,1,1,,,,,2,1,,1,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,2,1,,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,
,남구,사고건수,8,3,,,,2,,,,3,,3,3,,,,,,,,,2,2,,,,,,,3,3,5,3,,,,2,3,3,,,,,,,2,2,3,,,,3,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,0,,,,0,,0,0,,,,,,,,,0,0,,,,,,,0,0,0,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,부상자수,8,3,,,,2,,,,3,,3,3,,,,,,,,,2,2,,,,,,,3,3,5,3,,,,2,3,3,,,,,,,2,2,3,,,,3,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(중상자수),1,1,,,,0,,,,0,,1,1,,,,,,,,,0,0,,,,,,,0,0,1,1,,,,0,1,1,,,,,,,0,0,0,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(경상자수),7,2,,,,2,,,,3,,2,2,,,,,,,,,2,2,,,,,,,3,3,4,2,,,,2,2,2,,,,,,,2,2,3,,,,3,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,동구,사고건수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,부상자수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(중상자수),0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(경상자수),1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,북구,사고건수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,1,,,,,,2,2,,,,,,,,,1,1,,,,,,,,,3,2,,,,1,2,2,,,,,,,1,1,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,
,,부상자수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,1,,,,,,2,2,,,,,,,,,1,1,,,,,,,,,3,2,,,,1,2,2,,,,,,,1,1,,,,,,,,,,,,,,,,
,,(중상자수),0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,1,1,,,,,,,,,0,0,,,,,,,,,1,1,,,,0,1,1,,,,,,,0,0,,,,,,,,,,,,,,,,
,,(경상자수),1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,
,울주군,사고건수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
